client:789 [vite] connecting...
client:912 [vite] connected.
polydraw.ts:46 constructor
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2722 updateMarkersAndHoleLinesDuringDrag
polydraw.ts:2626 onPolygonMouseMove
polydraw.ts:2842 detectModifierKey
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
polydraw.ts:2701 offsetPolygonCoordinates
